id,title,release_date,overview,genres,poster_path
244786,Whiplash,2014-10-10,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Drama, Music",/7fn624j5lj3xTme2SgiLCeuedmO.jpg
1187294,¿Quién es quién?,2024-12-05,"The Fuentes are not the best family in the world. But what family is it? Work, school and routine have plunged them into a spiral of disconnection that seems impossible to stop. However, everything changes when the youngest of the group, Valentina, makes a wish for her ninth birthday. The next day, all the members of the family wake up with their bodies swapped: The father is in his wife's body, the girl is trapped in the grandmother's body, the teenage twins are not themselves... Chaos takes over. the family and, desperate, they ask themselves: Who is who? While the family faces crazy situations and hilarious circumstances, the Fuentes must learn to get under each other's skin and trust each other to turn the situation around. Will they be able to return to their original bodies and get their lives back?","Comedy, Family",/o4T0QAgm9bBWaU7kHWGD3o5b4M2.jpg
4935,Howl's Moving Castle,2004-09-09,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.","Fantasy, Animation, Adventure",/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg
552524,Lilo & Stitch,2025-05-21,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,"Family, Comedy, Science Fiction",/3bN675X0K2E5QiAZVChzB5wq90B.jpg
2405,Joseph,1995-04-10,"Joseph, favored son of Jacob and great-grandson of Abraham, is sold into slavery by his jealous brothers. Rising to become prime minister of Egypt. Joseph governed the country during a seven year famine, during which his brothers visit Egypt seeking grain, only to encounter their brother, presumed long dead.","Adventure, Drama, TV Movie",/lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg
414906,The Batman,2022-03-01,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","Crime, Mystery, Thriller",/74xTEgt7R36Fpooo50r9T25onhq.jpg
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","Action, Adventure, Fantasy",/xT98tLqatZPQApyRmlPL12LtiWp.jpg
1114513,Speak No Evil,2024-09-11,"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.","Horror, Thriller",/6NwAlU6ZH6ua3sYpFAUpUnoKUmi.jpg
49051,The Hobbit: An Unexpected Journey,2012-12-12,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Adventure, Fantasy, Action",/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg
257211,The Intern,2015-09-23,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Comedy,/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg
646097,Rebel Ridge,2024-08-27,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,"Crime, Action, Thriller, Drama",/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg
281957,The Revenant,2015-12-25,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","Western, Drama, Adventure",/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
639720,IF,2024-05-08,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.","Comedy, Fantasy, Family",/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg
1323784,Bad Influence,2025-01-24,A poor boy and a pampered rich girl seek to uncover secrets of the past to save their romance and their skin.,"Drama, Thriller, Romance",/fwCf4zac2KSz955tBHvwppsRMGF.jpg
508943,Luca,2021-06-17,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,"Animation, Comedy, Fantasy, Adventure, Family",/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg
507089,Five Nights at Freddy's,2023-10-25,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.","Horror, Thriller",/4dKRTUylqwXQ4VJz0BS84fqW2wa.jpg
351286,Jurassic World: Fallen Kingdom,2018-06-06,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","Action, Adventure, Science Fiction, Thriller",/270MrJNqJovumHXGE6SSt0zwUIF.jpg
271110,Captain America: Civil War,2016-04-27,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Adventure, Action, Science Fiction",/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
85430,Girl Play,2004-07-11,"Two real-life lesbian actresses meet by chance when they are cast as lovers in a local stage play, and end up actually falling in love. Robin, who is married to her girlfriend for half a dozen years, and Lacie, someone who never had a lasting relationship, are both cast to play lesbian lovers in a Los Angeles stage play. Innocently, the stage director, Gabriel runs the actresses through a series of rehearsals designed to ""bring out the intimacy"" in each performer. Soon the two women find themselves increasingly and undeniably attracted to each other and overcome with desire. They must ask themselves whether this relationship is manufactured, created for the sake of the ""girl play"", or is true love.","Comedy, Romance",/8JoDrayY503p5a0vWZZFHbS9nD9.jpg
20526,TRON: Legacy,2010-12-14,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","Adventure, Action, Science Fiction",/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg
82023,Hotel Desire,2011-12-07,"Antonia is a single mother who works as a hotel maid in Berlin. A normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel, famous blind portrait painter Julius Pass.","Drama, Romance",/myzQj8Rk178DrWsiZjVKjz7Kj9P.jpg
1125510,The Platform 2,2024-09-27,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.","Science Fiction, Horror, Thriller",/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg
490132,Green Book,2018-11-16,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","Drama, History",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg
44214,Black Swan,2010-12-03,"The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice.","Drama, Thriller, Horror",/viWheBd44bouiLCHgNMvahLThqx.jpg
840705,Blink Twice,2024-08-21,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.","Mystery, Thriller",/lZGOK0I2DJSRlEPNOAFTSNxSjDD.jpg
787699,Wonka,2023-12-06,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.","Comedy, Family, Fantasy",/qhb1qOilapbapxWQn9jtRCMwXJF.jpg
321883,Minecraft: Into the Nether,2015-01-27,"Minecraft. The game that took the world by storm. Follow the story of how the Minecraft phenomenon has ploughed through the 21st century selling over 54 million copies worldwide on a multitude of platforms engaging an audience in the millions which is still continuing to grow. The game boasts the biggest digital world in gaming history with a fan base stretching to every corner of the globe. Youtube viewing numbers have grown and online participation has tripled over the last few years creating a new industry for enthusiastic gamers. Vast communities have been brought together through it's educational impact, YouTube celebrities, festivals and game events pushing the boundaries of technology and creativity to the limits.",Documentary,/vLci7Om940xXupc4kUPTC2JoGWW.jpg
284053,Thor: Ragnarok,2017-10-02,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.","Action, Adventure, Science Fiction",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"Science Fiction, Adventure, Thriller",/2hTPkBiXoMmrdtYgHtB9WU5dg80.jpg
799766,Better Man,2024-12-06,"Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.","Music, Drama",/fbGCmMp0HlYnAPv28GOENPShezM.jpg
792307,Poor Things,2023-12-07,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.","Science Fiction, Romance, Comedy",/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,"Adventure, Action, Science Fiction",/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg
580489,Venom: Let There Be Carnage,2021-09-30,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.","Science Fiction, Action, Adventure",/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg
10191,How to Train Your Dragon,2010-03-18,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","Fantasy, Adventure, Animation, Family",/5MfK01Jpx6at2Q0bIxtwE6Cigmh.jpg
398818,Call Me by Your Name,2017-07-28,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.","Romance, Drama",/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg
588228,The Tomorrow War,2021-09-03,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.","Action, Science Fiction, Adventure",/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg
1001274,Night Call,2024-08-28,"Mady, a student, works as a locksmith by night. He helps Claire get into her apartment and soon realizes that she lied to him about her identity and robbed something that belonged to a dangerous man, Yannick. Mady gets embroiled in a manhunt and will have one night to prove his innocence.","Thriller, Action",/5NYSdTdM1A4WKDmxwoph7PSFunv.jpg
940721,Godzilla Minus One,2023-11-03,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.","Science Fiction, Horror, Action",/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg
1232546,Until Dawn,2025-04-23,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one…only to wake up and find themselves back at the beginning of the same evening.","Horror, Drama",/6O9nkcmZBymDXtxOGJmulqcxJdv.jpg
99861,Avengers: Age of Ultron,2015-04-22,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Action, Adventure, Science Fiction",/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg
1221396,Self,2024-02-01,"A wooden puppet who desperately wants to fit in makes an ill-fated wish upon a star, sparking a journey of self-discovery.","Animation, Family, Fantasy",/jrbBVDmC4lTquL5NvNbom9RAzbx.jpg
447365,Guardians of the Galaxy Vol. 3,2023-05-03,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Science Fiction, Adventure, Action, Comedy",/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg
1302151,Mesa de regalos,2025-01-16,"Nicolás and Antonia are two inseparable friends who are far from the emotional and professional stability that all their acquaintances have achieved. After attending countless weddings, they come up with a plan as bold as it is ingenious: to fund their dreams by organizing their own fake wedding! They announce their ""secret love,"" plan a big celebration, and at the crucial moment, Antonia is to leave Nicolás standing at the altar. Confident that the scandal will discourage guests from claiming their gifts, they plan to split the loot. However, unexpected feelings begin to arise, which could complicate their brilliant plan.",Comedy,/vtabAKvDiJFgsRFskSkX2dOKYr0.jpg
718821,Twisters,2024-07-10,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.","Action, Thriller",/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg
11544,Lilo & Stitch,2002-06-21,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.","Animation, Family, Comedy",/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg
1064028,Subservience,2024-08-15,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.","Horror, Science Fiction, Thriller",/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg
333339,Ready Player One,2018-03-28,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.","Adventure, Action, Science Fiction",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg
280,Terminator 2: Judgment Day,1991-07-03,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","Action, Thriller, Science Fiction",/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
784524,Magazine Dreams,2025-03-21,"Aspiring bodybuilder Killian Maddox struggles to find human connection in this exploration of celebrity and violence. Nothing deters him from his fiercely protected dream of superstardom, not even the doctors who warn him of the permanent damage he causes to himself with his quest.",Drama,/vSidx9NHKuQIPEQ4yI9b9zkTeh3.jpg
38365,Grown Ups,2010-06-24,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,/ys0LscDFAuZxfUcpH5moiPeFfXs.jpg
978796,Bagman,2024-09-20,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.","Horror, Thriller",/53IK9rlZJbwFYbNnJZiLq7UWxkT.jpg
694,The Shining,1980-05-23,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","Horror, Thriller",/xazWoLealQwEgqZ89MLZklLZD3k.jpg
1247019,Death Whisperer 2,2024-10-10,"Three years after his sister's death, Yak relentlessly searches for the dark spirit that killed her in hopes of seeking revenge.","Horror, Thriller, Action",/uDW5eeFUYp1vaU2ymEdVBG6g7iq.jpg
581528,"The Gangster, the Cop, the Devil",2019-05-15,"After barely surviving a brutal attack by a sadistic serial killer, crime boss Jang Dong-su is left humiliated. Determined to catch the killer known as K, he forms an uneasy alliance with Jung Tae-seok, a relentless and incorruptible detective who often disrupts his illegal business. However, while Jang Dong-su wants K dead, Jung Tae-suk is determined to bring him to justice. With a deal in place—whoever finds K first will decide his fate—the hunt begins, blurring the lines between crime and law.","Crime, Action, Thriller",/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg
119744,The Life and Passion of Christ,1903-05-15,"The story of Jesus Christ, from the proclamation of His Nativity to His Ascension into heaven. Impressive staging and beautiful hand-coloring distinguish the film from its Passion-play counterparts. Its scale and dynamic crowds prelude the Italian epics to come.","Drama, History",/9UROv3slxYQUmBfkgbfczEan8Vi.jpg
337167,Fifty Shades Freed,2018-01-17,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","Drama, Romance",/jjPJ4s3DWZZvI4vw8Xfi4Vqa1Q8.jpg
335983,Venom,2018-09-28,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","Science Fiction, Action",/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,"Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.","Adventure, Fantasy, Action",/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg
546554,Knives Out,2019-11-27,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","Comedy, Crime, Mystery",/pThyQovXQrw2m0s9x82twj48Jq4.jpg
572802,Aquaman and the Lost Kingdom,2023-12-20,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.","Action, Adventure, Fantasy",/oEyIhY1WzoFHUDE7U3p1AWwyoSN.jpg
12444,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Adventure, Fantasy",/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg
447332,A Quiet Place,2018-04-03,A family is forced to live in silence while hiding from creatures that hunt by sound.,"Horror, Drama, Science Fiction",/nAU74GmpUk7t5iklEp3bufwDq4n.jpg
559,Spider-Man 3,2007-05-01,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","Action, Adventure, Science Fiction",/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg
1139937,Frogman,2024-09-26,"An amateur filmmaker, struggling to turn his passion into a career, returns with friends to Loveland, Ohio, the location of his first, notorious sighting of the Frogman, determined to obtain irrefutable proof that the cryptid legend exists.","Horror, Fantasy",/hgAHquo8Bt0ub0ru3QLiyrhGltW.jpg
235260,Son of God,2014-02-28,"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",Drama,/7xWa1p2qMn4rxGIvRDDebJrXMiI.jpg
1111873,Abigail,2024-04-16,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.","Horror, Thriller",/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg
661539,A Complete Unknown,2024-12-18,"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.","Drama, Music",/llWl3GtNoXosbvYboelmoT459NM.jpg
141,Donnie Darko,2001-01-19,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.","Fantasy, Drama, Mystery",/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg
882598,Smile,2022-09-23,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.","Horror, Mystery",/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg
615453,Ne Zha,2019-07-26,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.","Animation, Fantasy, Adventure",/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg
1100287,Making of The Last of Us,2023-03-12,"Featuring extensive interviews with the cast and crew, this all-access documentary gives a rare glimpse into the daunting behind-the-scenes efforts that went into the production of the HBO Original smash hit series The Last of Us.",Documentary,/nter1KTaQjmkGCjvSu5u01FoecP.jpg
489,Good Will Hunting,1997-12-05,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",Drama,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg
436969,The Suicide Squad,2021-07-28,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Action, Comedy, Adventure",/q61qEyssk2ku3okWICKArlAdhBn.jpg
857,Saving Private Ryan,1998-07-24,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","Drama, History, War",/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
953,Madagascar,2005-05-25,Four animal friends get a taste of the wild life when they break out of captivity at the Central Park Zoo and wash ashore on the island of Madagascar.,"Family, Animation, Adventure, Comedy",/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg
220289,Coherence,2013-09-19,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.","Thriller, Science Fiction",/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg
1930,The Amazing Spider-Man,2012-06-23,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Action, Adventure, Science Fiction",/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg
863,Toy Story 2,1999-10-30,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Animation, Comedy, Family",/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg
152601,Her,2013-12-18,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","Romance, Science Fiction, Drama",/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg
829560,The Next 365 Days,2022-08-18,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,"Romance, Drama",/5r9RI0IqztfZJ4C4uSdyoiFYvOB.jpg
198184,Chappie,2015-03-04,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","Crime, Action, Science Fiction",/uuDUpzlMFomdSfNWlpEPS9nVZWV.jpg
151870,Minecraft: The Story of Mojang,2012-12-23,"Minecraft: The Story of Mojang is a feature-length documentary that follows the young company over the course of its first year as their profile expanded across the world stage and into the homes of millions of gamers. Featuring insights from industry icons, journalists, tastemakers, and players profoundly impacted by the game, the film serves as a time capsule for one of this generation's most unorthodox success stories.",Documentary,/2V3Tbq7xdRRw0G92Tx62IYDLz1g.jpg
564,The Mummy,1999-04-16,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"Adventure, Action, Fantasy",/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg
1450863,Meet the Khumalos,2025-04-10,"Two moms — once best friends, now arch-enemies — start a neighborhood war against each other when they find out their kids are head-over-heels in love.","Comedy, Romance",/dEZHHgL1g4oA6OCntHGudDIgQlb.jpg
10674,Mulan,1998-06-18,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.","Animation, Family, Adventure",/bj3iSjLlkwHtJrPmvHXa8P7edI9.jpg
6977,No Country for Old Men,2007-06-13,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","Crime, Drama, Thriller",/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.","Action, Adventure, Comedy",/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
